rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
32,77537412,56_75,retired,female,20.964486,105.826664,20.857653,105.763149,0101000020E6100000F4311F10E8745A402A73F38DE8F63440,0101000020E6100000683EE76ED7705A40F850A2258FDB3440,caring,bus,1_3,13.58835499,80.0,convinient timesaving,0,2,0,0,1_5,1_5,,,1_5,1_5,good,good,good,good,good,high_rise,long_stay,parent_house,parking,jam,slow,slow,100.0,yes,no,bus taxi,0,0,0,1,0,1,0,neutral,neutral,good,good,neutral,neutral,neutral
33,77538068,36_55,private,female,20.963684,105.827866,21.011223,105.859607,0101000020E61000001ADEACC1FB745A40B0AD9FFEB3F63440,0101000020E6100000691A14CD03775A4088F6B182DF023540,work,moto,8_10,6.229114896,30.0,cost convinient timesaving,0,2,0,0,1_5,16_20,,,,,good,good,good,good,good,high_rise,permanent,owner,cost,jam,unsafe,slow,100.0,no,car,lighttrain,0,0,0,0,1,0,0,bad,bad,neutral,neutral,bad,bad,neutral
34,77538766,36_55,private,female,20.963564,105.826921,21.002802,105.857086,0101000020E61000000AD80E46EC745A405B9A5B21ACF63440,0101000020E610000001F73C7FDA765A40075DC2A1B7003540,work,moto,4_7,5.370696582,45.0,convinient,1,2,0,0,1_5,16_20,,,,,good,good,good,good,neutral,high_rise,permanent,parent_house,parking,jam,slow,slow,100.0,yes,no,bus,0,0,0,1,0,0,0,neutral,neutral,good,good,bad,bad,neutral
35,77539527,18_25,student,female,21.016934,105.789843,21.029071,105.812459,0101000020E61000005F7EA7C98C725A40C23060C955043540,0101000020E6100000D1950854FF735A401343723271073540,education,moto,17_20,2.70769586,15.0,other,0,1,0,0,,,,,,,neutral,neutral,neutral,neutral,neutral,high_rise,long_stay,rent,parking,jam,unsafe,slow,200.0,yes,no,bus,0,0,0,1,0,0,0,good,bad,neutral,verygood,bad,neutral,agree
36,77539772,18_25,student,male,21.036562,105.77847,21.046896,105.784993,0101000020E6100000B2BAD573D2715A40BF4692205C093540,0101000020E6100000B1A547533D725A402F505260010C3540,education,moto,17_20,1.333672945,10.0,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,jam,slow,100.0,yes,no,walk,0,0,0,0,0,0,1,good,bad,good,good,bad,bad,disagree
37,77541262,18_25,student,female,20.992735,105.798726,21.037403,105.765767,0101000020E6100000C11DA8531E735A40359886E123FE3440,0101000020E6100000C956975302715A40B5C5353E93093540,work,moto,8_10,6.031065121,45.0,other,1,2,1,1,,,,,,,,,,,,old_building,long_stay,parent_house,parking,jam,unsafe,slow,400.0,yes,car,car ebike,1,1,0,0,0,0,0,neutral,bad,good,good,neutral,bad,strongagree
38,77542794,18_25,student,male,20.985202,105.778556,21.036642,105.774994,0101000020E6100000B1868BDCD3715A402CF4C13236FC3440,0101000020E610000029266F8099715A40F8A8BF5E61093540,education,moto,17_20,5.731813945,15.0,other,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,parking,jam,unsafe,slow,1000.0,no,moto,bus,0,0,0,1,0,0,0,good,verybad,neutral,neutral,good,neutral,disagree
39,77573980,26_35,private,female,21.031925,105.772031,21.017062,105.807311,0101000020E6100000E21FB6F468715A40C0EC9E3C2C083540,0101000020E6100000DEACC1FBAA735A401D01DC2C5E043540,work,moto,17_20,4.01748363,15.0,convinient,0,1,0,0,,,,,,,bad,good,good,neutral,neutral,private_house,long_stay,parent_house,cost,jam,unsafe,slow,1000.0,no,no,ebike,0,1,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,good,disagree
40,77574187,18_25,student,female,20.983159,105.802546,20.996862,105.795078,0101000020E610000048E2E5E95C735A40A0C4E74EB0FB3440,0101000020E610000039F1D58EE2725A400AA0185932FF3440,work,moto,17_20,1.709612294,15.0,convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,600.0,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
41,77574534,18_25,private,female,20.983239,105.802245,20.982918,105.811644,0101000020E61000004A9869FB57735A40D926158DB5FB3440,0101000020E6100000A8FFACF9F1735A4055A69883A0FB3440,work,moto,11_13,0.976469306,15.0,other,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,600.0,yes,car,bus,0,0,0,1,0,0,0,neutral,verybad,good,bad,bad,bad,disagree
42,77574855,18_25,student,male,20.984284,105.881245,20.998949,105.877939,0101000020E6100000DEB06D5166785A40DFF94509FAFB3440,0101000020E610000082380F2730785A40355F251FBBFF3440,education,moto,11_13,1.666403428,15.0,cost,0,1,1,0,,,,,,,,,,,,high_rise,long_stay,rent,parking,jam,unsafe,slow,1000.0,no,no,bike,0,0,1,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,agree
43,77575042,18_25,student,male,21.000103,105.841547,21.00201,105.843307,0101000020E610000001C3F2E7DB755A40A9A10DC006003540,0101000020E6100000395FECBDF8755A40D44334BA83003540,education,moto,11_13,0.279902465,10.0,cost,0,1,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,parking,cost,200.0,yes,no,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
44,77575098,18_25,student,male,20.981837,105.881295,20.996461,105.866318,0101000020E610000036C8242367785A40B4006DAB59FB3440,0101000020E6100000EA7B0DC171775A404DBD6E1118FF3440,education,walk,17_20,2.24986097,10.0,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,700.0,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,verybad,neutral,neutral,neutral,neutral,agree
45,77575347,18_25,student,male,21.007066,105.834123,21.027937,105.823609,0101000020E6100000DA756F4562755A40DDE9CE13CF013540,0101000020E61000003EEC8502B6745A402E5915E126073540,education,moto,11_13,2.564544062,20.0,cost convinient,0,3,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,cost,parking,parking,100.0,no,no,ebike,0,1,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
47,77575570,18_25,student,male,20.995179,105.866103,20.996381,105.865502,0101000020E6100000EBFD463B6E775A407EAA0A0DC4FE3440,0101000020E6100000D927806264775A40145B41D312FF3440,education,walk,14_16,0.147501659,15.0,convinient other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,700.0,yes,no,walk,0,0,0,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,agree
48,77575757,18_25,student,male,20.987923,105.846397,21.016569,105.82936,0101000020E6100000AE9B525E2B765A4059F78F85E8FC3440,0101000020E61000001327F73B14755A409F20B1DD3D043540,work,moto,11_13,3.643345717,15.0,cost convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,300.0,no,no,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
49,77575891,26_35,private,female,21.052062,105.787396,21.041248,105.804734,0101000020E6100000144031B264725A40465D6BEF530D3540,0101000020E6100000ACFE08C380735A4081069B3A8F0A3540,work,moto,17_20,2.164105692,10.0,convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,1000.0,no,no,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
50,77575957,26_35,private,male,21.048565,105.790735,21.055422,105.784642,0101000020E61000005D33F9669B725A40F1BA7EC16E0C3540,0101000020E61000005B44149337725A409A7ADD22300E3540,work,moto,11_13,0.990527458,10.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,300.0,no,bike,bike,0,0,1,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
51,77576261,26_35,private,male,21.037238,105.798846,21.036253,105.793568,0101000020E61000009622F94A20735A401F2BF86D88093540,0101000020E6100000BCC96FD1C9725A40C36169E047093540,work,moto,11_13,0.558614598,10.0,cost,0,4,0,0,,,,,,,,,,,,high_rise,long_stay,rent,parking,parking,parking,parking,540.0,no,no,walk,0,0,0,0,0,0,1,good,good,good,good,good,good,disagree
52,77576649,18_25,student,male,20.992642,105.760824,21.01116,105.797774,0101000020E6100000C3802557B1705A40D3A23EC91DFE3440,0101000020E610000058E6ADBA0E735A40FB05BB61DB023540,visit,moto,11_13,4.353463572,10.0,cost,0,1,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,parking,parking,parking,1000.0,no,moto,bus walk,0,0,0,1,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral
53,77576852,36_55,private,male,20.961523,105.825157,20.989934,105.805841,0101000020E610000031444E5FCF745A40105A0F5F26F63440,0101000020E6100000A93121E692735A40CF328B506CFD3440,work,moto,11_13,3.741977247,20.0,cost convinient,1,2,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,parking,parking,parking,200.0,yes,no,bus lighttrain,0,0,0,1,1,0,0,good,good,good,good,good,good,strongagree
54,77577021,36_55,private,male,20.96412,105.826399,20.975301,105.76297,0101000020E61000009D9CA1B8E3745A40666B7D91D0F63440,0101000020E610000010751F80D4705A4090C18A53ADF93440,work,moto,11_13,6.702196811,30.0,cost convinient,1,2,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,parking,parking,parking,200.0,yes,no,bus walk,0,0,0,1,0,0,1,good,good,good,good,good,good,neutral
55,77577202,less_18,student,female,20.963559,105.826785,20.967671,105.836012,0101000020E6100000B2F4A10BEA745A4037C478CDABF63440,0101000020E610000011C4793881755A40A1496249B9F73440,education,bike,11_13,1.061585583,15.0,cost convinient,1,2,0,1,,,,,,,,,,,,high_rise,permanent,parent_house,parking,parking,parking,parking,200.0,yes,no,bus lighttrain,0,0,0,1,1,0,0,good,good,good,good,good,good,strongagree
56,77577365,26_35,private,female,21.009854,105.797688,21.012226,105.801422,0101000020E6100000581AF8510D735A401BBCAFCA85023540,0101000020E6100000E012807F4A735A4030293E3E21033540,work,moto,11_13,0.468825599,10.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,jam,parking,472.0,no,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral
57,77577637,18_25,student,female,21.038042,105.783981,21.047308,105.785671,0101000020E6100000DDEBA4BE2C725A40DBDFD91EBD093540,0101000020E6100000999A046F48725A40D4D688601C0C3540,education,walk,11_13,1.045154866,15.0,cost convinient,0,0,0,0,,,,,,,,,,,,old_building,long_stay,rent,jam,jam,jam,jam,650.0,no,no,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
58,77578080,18_25,student,female,21.046739,105.780136,21.047156,105.784384,0101000020E6100000AA9B8BBFED715A409F724C16F70B3540,0101000020E61000005DE0F25833725A4068CF656A120C3540,education,walk,11_13,0.443276025,10.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500.0,no,no,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
59,77578309,18_25,student,female,20.982772,105.782344,21.007803,105.824467,0101000020E6100000328E91EC11725A40AD6C1FF296FB3440,0101000020E610000066683C11C4745A4089CF9D60FF013540,education,moto,11_13,5.183553263,20.0,cost convinient,0,3,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,600.0,yes,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,disagree
60,77578377,18_25,student,male,21.001793,105.828071,20.999758,105.828158,0101000020E610000006F1811DFF745A409A5C8C8175003540,0101000020E6100000EE7A698A00755A4014EAE923F0FF3440,shopping,ebike,11_13,0.22646219,10.0,cost convinient,0,0,4,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,400.0,no,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree
61,77578618,18_25,student,male,21.006769,105.824124,21.003372,105.828459,0101000020E610000051F69672BE745A406AA0F99CBB013540,0101000020E6100000EBC4E57805755A40DCB8C5FCDC003540,visit,moto,11_13,0.587519402,10.0,cost convinient,0,more_5,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,cost,cost,cost,300.0,no,no,car bus,1,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
62,77717752,36_55,state,female,20.963312,105.826887,21.00344,105.843082,0101000020E6100000349F73B7EB745A4027D87F9D9BF63440,0101000020E61000002976340EF5755A408D7F9F71E1003540,work,moto,8_10,4.768314537,20.0,convinient timesaving,0,2,1,0,1_5,16_20,,,,,good,good,good,good,good,high_rise,permanent,owner,cost,jam,slow,slow,100.0,donotcare,car,bus lighttrain,0,0,0,1,1,0,0,verybad,verybad,neutral,neutral,bad,bad,agree
63,77717479,36_55,retired,male,20.964722,105.827531,21.016605,105.860568,0101000020E6100000465B9544F6745A4051BB5F05F8F63440,0101000020E6100000FCFECD8B13775A4038F3AB3940043540,caring,moto,1_3,6.71165056,20.0,convinient,0,3,0,0,,1_5,,,,1_5,good,good,good,good,good,high_rise,long_stay,parent_house,cost,cost,slow,slow,150.0,yes,no,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,bad,bad,agree
64,77716338,56_75,retired,female,20.991899,105.818372,20.992535,105.818061,0101000020E610000093FDF33460745A4063EFC517EDFD3440,0101000020E61000008448861C5B745A40A72215C616FE3440,shopping,walk,8_10,0.077741532,3.0,convinient,0,2,0,0,,1_5,,,1_5,1_5,good,good,good,neutral,neutral,private_house,permanent,owner,cost,cost,cost,slow,900.0,donotcare,no,lighttrain walk,0,0,0,0,1,0,1,verybad,verybad,good,good,verybad,verybad,neutral
65,77715685,26_35,state,female,21.011381,105.80427,21.025019,105.813185,0101000020E6100000DAC9E02879735A40B8CB7EDDE9023540,0101000020E6100000422619390B745A4054C72AA567063540,work,car,8_10,1.776507661,7.0,convinient,2,1,0,0,16_20,1_5,,,,,good,good,neutral,neutral,neutral,high_rise,permanent,owner,cost,jam,slow,slow,500.0,yes,no,car,1,0,0,0,0,0,0,neutral,bad,good,good,bad,bad,agree
66,77718052,36_55,state,female,20.963266,105.82684,20.972788,105.823324,0101000020E610000094C151F2EA745A404759BF9998F63440,0101000020E6100000C3802557B1745A40F6F065A208F93440,work,moto,8_10,1.119970939,5.0,cost convinient timesaving,1,2,0,0,1_5,16_20,,,,,good,good,good,good,good,high_rise,permanent,owner,parking,jam,slow,slow,100.0,donotcare,no,walk,0,0,0,0,0,0,1,bad,bad,neutral,neutral,bad,bad,disagree
67,84750088,26_35,private,female,20.997117,105.784162,21.013689,105.800738,0101000020E61000000531D0B52F725A401F49490F43FF3440,0101000020E610000086AA984A3F735A40A0504F1F81033540,work,moto,4_7,2.521188912,15.0,convinient timesaving,0,2,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,jam,slow,slow,1000.0,yes,no,bike bus walk,0,0,1,1,0,0,1,bad,bad,neutral,neutral,bad,bad,agree
68,84734988,18_25,private,female,20.983329,105.82147,20.989534,105.830273,0101000020E61000004A29E8F692745A4059350873BBFB3440,0101000020E61000001E705D3123755A40B247A81952FD3440,caring,walk,4_7,1.14512004,5.0,cost,0,3,0,0,,,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,cost,jam,unsafe,slow,1000.0,donotcare,no,car ebike bike bus lighttrain taxi walk,1,1,1,1,1,1,1,verygood,good,good,good,good,good,neutral
69,79374778,18_25,student,male,20.988812,105.810262,20.995511,105.806572,0101000020E610000042CC2555DB735A4071E481C822FD3440,0101000020E6100000A3772AE09E735A40EACE13CFD9FE3440,education,moto,11_13,0.837626611,15.0,cost convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000.0,no,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,disagree
70,79371747,18_25,student,male,21.021945,105.797087,21.013171,105.801422,0101000020E61000004644317903735A408B4F01309E053540,0101000020E6100000E012807F4A735A407041B62C5F033540,visit,moto,11_13,1.074388716,20.0,cost convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300.0,yes,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
71,79372401,18_25,student,male,20.999983,105.819747,20.989028,105.805584,0101000020E6100000A0FF1EBC76745A40548EC9E2FEFF3440,0101000020E6100000938B31B08E735A400BD462F030FD3440,work,moto,11_13,1.909366243,15.0,cost,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350.0,no,car,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree
72,79372998,18_25,student,male,20.990727,105.794426,21.059771,105.886823,0101000020E6100000E54526E0D7725A40A243E048A0FD3440,0101000020E6100000CD9541B5C1785A40CD3FFA264D0F3540,work,moto,11_13,12.28459137,60.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000.0,yes,no,lighttrain,0,0,0,0,1,0,0,bad,bad,bad,bad,bad,bad,neutral
73,79373450,18_25,student,male,20.995816,105.813094,20.996136,105.807001,0101000020E6100000BAA46ABB09745A4063D520CCEDFE3440,0101000020E6100000B7B585E7A5735A40465ED6C402FF3440,education,moto,11_13,0.633528802,5.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,400.0,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
74,79373851,18_25,student,female,20.981063,105.799963,20.86451,105.852748,0101000020E6100000A5C0029832735A40CE50DCF126FB3440,0101000020E6100000AFEE586C93765A40A110018750DD3440,visit,moto,11_13,14.07201721,55.0,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000.0,no,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,disagree
75,79374244,18_25,student,male,20.981728,105.800048,20.995912,105.807129,0101000020E6100000BCCE86FC33735A404791B58652FB3440,0101000020E6100000CEA96400A8735A40A7B1BD16F4FE3440,education,bus,11_13,1.740100415,30.0,cost,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000.0,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
76,79375504,18_25,student,male,20.987362,105.793996,20.981039,105.787002,0101000020E6100000E94999D4D0725A402B508BC1C3FC3440,0101000020E6100000BEF8A23D5E725A40BD19355F25FB3440,education,walk,11_13,1.010733618,20.0,timesaving,0,0,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600.0,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
77,79376418,18_25,student,female,21.035628,105.774815,21.038296,105.782367,0101000020E6100000D15CA79196715A4067D2A6EA1E093540,0101000020E61000000E9E094D12725A404F9143C4CD093540,education,walk,11_13,0.838043175,15.0,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500.0,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
78,79377477,18_25,student,female,21.012931,105.8067,21.029115,105.811678,0101000020E6100000BA6B09F9A0735A40C51A2E724F033540,0101000020E61000007E384888F2735A40B3D2A41474073540,visit,moto,11_13,1.872288293,10.0,cost convinient,0,more_5,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,700.0,yes,no,ebike bike,0,1,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
79,79377988,18_25,student,female,20.983507,105.790393,21.074925,105.772153,0101000020E6100000307F85CC95725A401763601DC7FB3440,0101000020E610000088A06AF46A715A401EA7E8482E133540,education,moto,11_13,10.34001273,45.0,cost convinient,0,4,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300.0,yes,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
80,79378798,18_25,student,male,21.000268,105.836012,21.003068,105.834424,0101000020E610000011C4793881755A403E3C4B9011003540,0101000020E6100000D7BFEB3367755A4004AA7F10C9003540,work,moto,11_13,0.352294324,3.0,cost convinient,1,1,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,1000.0,yes,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,agree
81,79379150,18_25,student,female,20.998211,105.809373,20.981807,105.790535,0101000020E6100000FC5069C4CC735A40E9818FC18AFF3440,0101000020E6100000FAD51C2098725A40DFFB1BB457FB3440,education,moto,17_20,2.674300498,20.0,convinient,0,4,0,0,,,,more_20,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,500.0,yes,car,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
82,79379330,18_25,student,male,20.987126,105.791817,20.985752,105.782632,0101000020E6100000ADDA3521AD725A4003081F4AB4FC3440,0101000020E6100000663387A416725A4073F7393E5AFC3440,work,moto,8_10,0.965739309,5.0,convinient,0,3,0,0,1_5,6_10,,,,,good,good,good,good,neutral,private_house,long_stay,rent,cost,cost,slow,slow,400.0,no,car,lighttrain,0,0,0,0,1,0,0,verybad,verybad,neutral,good,bad,bad,neutral
83,79379493,18_25,student,male,21.028422,105.799361,21.075622,105.772711,0101000020E6100000AA2C0ABB28735A40A67C08AA46073540,0101000020E61000009B90D61874715A40ADDBA0F65B133540,education,moto,11_13,5.932462758,10.0,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500.0,yes,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral
84,79380073,18_25,student,male,20.99921,105.810864,21.004926,105.831936,0101000020E61000003D601E32E5735A400FD6FF39CCFF3440,0101000020E61000005D177E703E755A406DE690D442013540,visit,bus,11_13,2.277913863,30.0,cost convinient,0,1,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200.0,no,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree
85,79380287,18_25,private,male,21.036508,105.789117,21.029403,105.850657,0101000020E6100000EEED96E480725A40D90A9A9658093540,0101000020E610000043C70E2A71765A407F677BF486073540,work,moto,17_20,6.435705759,20.0,other,0,3,0,0,,more_20,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,300.0,donotcare,car,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,neutral
86,79380611,18_25,student,female,21.03604,105.786408,21.03904,105.784426,0101000020E61000000454388254725A400C59DDEA39093540,0101000020E610000074081C0934725A40603C8386FE093540,education,moto,8_10,0.391907057,5.0,cost convinient,0,2,1,0,,6_10,,,,,good,good,neutral,good,good,old_building,long_stay,rent,cost,jam,slow,slow,700.0,no,no,lighttrain,0,0,0,0,1,0,0,bad,bad,good,good,bad,bad,neutral
87,79380702,18_25,student,female,21.027798,105.802409,21.023154,105.808503,0101000020E6100000074147AB5A735A40EBE40CC51D073540,0101000020E6100000F2ED5D83BE735A4087C5A86BED053540,shopping,moto,11_13,0.816531933,15.0,cost convinient,0,3,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,100.0,no,no,ebike bike,0,1,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
88,79381218,18_25,student,female,21.052631,105.807945,21.00233,105.81584,0101000020E6100000DFFDF15EB5735A407BC1A739790D3540,0101000020E610000031B1F9B836745A40B8CCE9B298003540,shopping,bus,11_13,5.652930363,60.0,cost convinient,0,2,0,1,,,,,,,,,,,,private_house,long_stay,parent_house,cost,cost,cost,cost,300.0,no,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree
89,79381768,18_25,student,female,21.03508,105.763956,21.03872,105.782323,0101000020E61000004FE5B4A7E4705A4062BEBC00FB083540,0101000020E610000027FA7C9411725A407DB3CD8DE9093540,education,moto,11_13,1.948695934,15.0,convinient timesaving,0,4,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,cost,cost,cost,300.0,no,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
90,79381992,18_25,student,female,20.960838,105.800276,20.981821,105.790578,0101000020E610000084F1D3B837735A4009C1AA7AF9F53440,0101000020E6100000F9BB77D498725A40A986FD9E58FB3440,education,moto,17_20,2.541216059,5.0,other,0,1,1,0,,,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,300.0,no,no,ebike bike,0,1,1,0,0,0,0,neutral,bad,bad,neutral,neutral,neutral,disagree
91,79382065,18_25,student,male,20.985457,105.798629,21.046976,105.802331,0101000020E6100000C828CFBC1C735A40419DF2E846FC3440,0101000020E610000049641F6459735A4068B27F9E060C3540,education,moto,4_7,6.851395582,40.0,cost convinient timesaving,0,2,0,0,1_5,6_10,,,,,neutral,good,neutral,neutral,neutral,private_house,long_stay,rent,cost,cost,unsafe,unsafe,450.0,no,moto,bus,0,0,0,1,0,0,0,verybad,verybad,bad,bad,verybad,verybad,neutral
92,79382449,18_25,student,male,20.980041,105.892489,20.962581,105.821978,0101000020E61000008BC22E8A1E795A4038BD8BF7E3FA3440,0101000020E610000004029D499B745A4040C05AB56BF63440,work,moto,11_13,7.574174961,30.0,cost convinient,0,1,0,0,,,,,11_15,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,100.0,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
93,79383012,18_25,student,male,21.000246,105.81009,20.996123,105.807961,0101000020E61000004434BA83D8735A406FF4311F10003540,0101000020E610000062DC0DA2B5735A401DCBBBEA01FF3440,education,ebike,4_7,0.50894995,10.0,convinient,0,1,3,0,,1_5,6_10,,,,good,good,good,neutral,neutral,high_rise,long_stay,rent,cost,cost,slow,slow,210.0,no,moto,ebike bike bus,0,1,1,1,0,0,0,verybad,verybad,bad,bad,verybad,verybad,disagree
94,79383069,18_25,student,female,20.993723,105.805554,20.981139,105.787527,0101000020E61000005E4A5D328E735A4073486AA164FE3440,0101000020E6100000E36DA5D766725A4084D4EDEC2BFB3440,education,moto,17_20,2.336796229,10.0,timesaving,0,2,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,10.0,no,no,ebike,0,1,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree
95,79383196,18_25,student,female,20.984393,105.794855,21.024484,105.856525,0101000020E6100000F98381E7DE725A404D69FD2D01FC3440,0101000020E610000036CD3B4ED1765A4078465B9544063540,shopping,taxi,1_3,7.800988523,30.0,convinient timesaving,0,0,0,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500.0,no,no,ebike bike,0,1,1,0,0,0,0,good,good,good,good,good,good,disagree
96,79383596,18_25,student,male,20.9909,105.887682,21.003837,105.859528,0101000020E6100000DDCF29C8CF785A403D9B559FABFD3440,0101000020E6100000C37FBA8102775A40C7832D76FB003540,visit,moto,1_3,3.257542435,15.0,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000.0,yes,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral
