rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
12545,139414615,36_55,fdi,female,21.016006,105.794733,21.010081,105.854304,shopping,moto,4_7,6.218498346,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12546,139415345,36_55,fdi,female,21.015997,105.795112,21.010081,105.854304,shopping,moto,4_7,6.179274346,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike bus lighttrain taxi,1,0,1,1,1,1,0,good,neutral,good,verygood,good,neutral,agree,1
12547,139415436,26_35,fdi,female,21.015964,105.795054,21.010081,105.854304,shopping,moto,4_7,6.184872087,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12548,139415494,18_25,state,female,21.016164,105.794999,21.010081,105.854304,shopping,moto,4_7,6.192934521,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree,1
12549,139415547,26_35,fdi,female,21.016351,105.795271,21.010081,105.854304,shopping,moto,4_7,6.167182725,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,high_rise,long_stay,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12550,139415578,26_35,private,female,21.016006,105.794733,21.010081,105.854304,shopping,moto,4_7,6.218498346,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12551,139415682,26_35,fdi,female,21.015593,105.795064,21.010081,105.854304,shopping,moto,4_7,6.179619663,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12552,139415766,26_35,student,female,21.016144,105.795375,21.010081,105.854304,shopping,moto,4_7,6.153896901,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12553,139415873,26_35,student,female,21.016408,105.795477,21.010081,105.854304,shopping,moto,4_7,6.146658461,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12554,139415972,36_55,student,female,21.015734,105.794866,21.010081,105.854304,shopping,moto,4_7,6.201637808,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,high_rise,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12555,139416053,18_25,student,female,21.015685,105.79517,21.010081,105.854304,shopping,moto,4_7,6.169694086,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12556,139416146,18_25,state,female,21.016304,105.795677,21.010081,105.854304,shopping,moto,4_7,6.124720089,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12557,139416382,18_25,state,female,21.016326,105.795749,21.010081,105.854304,shopping,moto,4_7,6.117571124,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12558,139416458,26_35,state,female,21.014651,105.795464,21.010081,105.854304,shopping,moto,4_7,6.12875215,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12559,139416580,26_35,fdi,female,21.016245,105.795982,21.010081,105.854304,shopping,moto,4_7,6.09252437,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12560,139416668,56_75,student,female,21.016189,105.795956,21.010081,105.854304,shopping,moto,4_7,6.094510108,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12561,139416758,18_25,fdi,female,21.016111,105.796104,21.010081,105.854304,shopping,moto,4_7,6.078282278,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12562,139416820,26_35,fdi,female,21.016086,105.795725,21.010081,105.854304,shopping,moto,4_7,6.117080534,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12563,139416891,36_55,fdi,female,21.016119,105.791276,21.010081,105.854304,shopping,moto,4_7,6.576695322,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12564,139416949,26_35,state,female,21.015856,105.79551,21.010081,105.854304,shopping,moto,4_7,6.136540496,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12565,139417023,36_55,student,female,21.015994,105.795751,21.010081,105.854304,shopping,moto,4_7,6.113291009,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12566,139417024,36_55,student,female,21.015994,105.795751,21.010081,105.854304,shopping,moto,4_7,6.113291009,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12567,139417100,26_35,fdi,female,21.016081,105.795985,21.010081,105.854304,shopping,moto,4_7,6.090193564,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12568,139417155,18_25,fdi,female,21.016213,105.796285,21.010081,105.854304,shopping,moto,4_7,6.060872849,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12569,139417208,26_35,state,female,21.016307,105.796228,21.010081,105.854304,shopping,moto,4_7,6.067933699,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12570,139417264,26_35,state,female,21.016318,105.796344,21.010081,105.854304,shopping,moto,4_7,6.056111362,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12571,139417325,18_25,fdi,female,21.016251,105.796372,21.010081,105.854304,shopping,moto,4_7,6.052376385,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12572,139417403,26_35,student,female,21.016648,105.796559,21.010081,105.854304,shopping,moto,4_7,6.038262624,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12573,139435084,26_35,fdi,female,21.010569,105.783736,21.010081,105.854304,shopping,moto,4_7,7.325327794,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12574,139435200,36_55,state,female,21.010425,105.783898,21.010081,105.854304,shopping,moto,4_7,7.308414452,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree,1
12575,139435280,56_75,student,female,21.010294,105.784125,21.010081,105.854304,shopping,moto,4_7,7.284792899,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,high_rise,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12576,139435372,36_55,state,female,21.010633,105.784478,21.010081,105.854304,shopping,moto,4_7,7.248363775,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain taxi,1,0,1,0,1,1,0,good,neutral,good,verygood,good,neutral,agree,1
12577,139435493,56_75,student,female,21.010557,105.784682,21.010081,105.854304,shopping,moto,4_7,7.227123864,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12578,139612721,26_35,fdi,female,21.008931,105.780304,21.010081,105.854304,shopping,moto,4_7,7.682483068,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12579,139612773,18_25,student,male,21.008714,105.780638,21.010081,105.854304,shopping,moto,4_7,7.64826477,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12580,139612890,18_25,student,female,21.008596,105.780766,21.010081,105.854304,shopping,moto,4_7,7.635256123,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain taxi,1,0,1,0,1,1,0,good,neutral,good,verygood,good,neutral,neutral,1
12581,139613025,56_75,fdi,female,21.008422,105.780991,21.010081,105.854304,shopping,moto,4_7,7.612354638,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12582,139613130,36_55,retired,female,21.007156,105.778941,21.010081,105.854304,shopping,moto,4_7,7.829706989,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12583,139613215,36_55,retired,female,21.006212,105.77794,21.010081,105.854304,shopping,moto,4_7,7.938547045,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12584,139613275,36_55,fdi,female,21.008288,105.781355,21.010081,105.854304,shopping,moto,4_7,7.574962376,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain taxi,1,0,1,0,1,1,0,good,neutral,good,verygood,good,neutral,neutral,1
12585,139613340,56_75,fdi,female,21.009236,105.781485,21.010081,105.854304,shopping,moto,4_7,7.55940371,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12586,139613386,36_55,student,female,21.009071,105.780604,21.010081,105.854304,shopping,moto,4_7,7.651098585,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12587,139613498,26_35,fdi,female,21.008262,105.781279,21.010081,105.854304,shopping,moto,4_7,7.582925912,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,old_building,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12588,139613574,36_55,fdi,female,21.008257,105.78108,21.010081,105.854304,shopping,moto,4_7,7.603590354,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12589,139613631,18_25,fdi,female,21.009269,105.780815,21.010081,105.854304,shopping,moto,4_7,7.62890114,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12590,139613723,36_55,student,female,21.009507,105.781191,21.010081,105.854304,shopping,moto,4_7,7.589599275,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12591,139613941,36_55,student,female,21.009072,105.781488,21.010081,105.854304,shopping,moto,4_7,7.559345146,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12592,139614155,56_75,state,female,21.009417,105.781352,21.010081,105.854304,shopping,moto,4_7,7.572980866,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12593,139614302,36_55,student,female,21.009686,105.781445,21.010081,105.854304,shopping,moto,4_7,7.563087994,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12594,139614444,36_55,fdi,female,21.008605,105.781382,21.010081,105.854304,shopping,moto,4_7,7.571306525,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain taxi walk,1,0,1,0,1,1,1,good,neutral,good,verygood,good,neutral,neutral,1
12595,139614531,18_25,student,male,21.008542,105.781698,21.010081,105.854304,shopping,moto,4_7,7.538669855,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12596,139614623,18_25,student,male,21.009059,105.780897,21.010081,105.854304,shopping,moto,4_7,7.620707711,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12597,139614700,26_35,fdi,female,21.00853,105.78193,21.010081,105.854304,shopping,moto,4_7,7.514624571,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain taxi,1,0,1,0,1,1,0,good,neutral,good,verygood,good,neutral,neutral,1
12598,139614793,56_75,student,female,21.008664,105.782393,21.010081,105.854304,shopping,moto,4_7,7.466243823,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
12599,139614848,36_55,state,female,21.008952,105.782205,21.010081,105.854304,shopping,moto,4_7,7.485141655,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,neutral,1
12600,139614921,36_55,student,female,21.009386,105.781923,21.010081,105.854304,shopping,moto,4_7,7.513747758,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_new,permanent,parent_house,parking,jam,jam,unsafe,100,yes,bike,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral,1
